JobNum,PartNum, Price 
ASM464084,"0010-29244, Rev 06",123.30
MT-468182,"715-083731-001,Rev B",3185.55
ASM467594,"0041-55749, Rev 03",397.22
ASM467595,"0041-55749, Rev 03",317.77
ASM463670,"0041-55749, Rev 03",397.22
ASM467596,"0041-55749, Rev 03",317.77
ASM467031,"0041-55749, Rev 03",794.44
ASM464631,"0041-55749, Rev 03",1588.87
P467403,"713-082651-851,Rev B",300.67
465493,"0022-60689, Rev 01",175.79
AS-MT466798,"01457245-501, Rev 03",163.90
460361,"0040-82880, Rev 06",1893.60
SCI465554,"0041-85948, Rev 05",155.99
SCI467348,"0041-85948, Rev 05",155.99
SCI467349,"0041-85948, Rev 05",155.99
MT-466567,839-346712-003-A01,599.18
MT-465312,839-346712-001-A01,773.69
ASM462845,"0041-81604, Rev 05",154.09
SCI465068,"0041-58904, Rev 03",1282.31
SCI468212,"0041-58904, Rev 03",1282.31
SCI466837,"0041-85130, Rev 04",764.06
ASM463785,"0041-55016, Rev 05",152.81
ASM463685,"0022-05719, Rev 02",760.80
ASM463692,"0022-05719, Rev 02",760.80
ASM467613,"0022-05719, Rev 02",304.32
ASM467612,"0022-05719, Rev 02",190.20
ASM464661,"0022-05719, Rev 02",760.80
ASM467037,"0022-05719, Rev 02",760.80
468021,"515-269973-101,Rev B",470.30
464299,"0040-84915, Rev 05",1498.36
453412,"0040-84915, Rev 05",1072.00
SCI467185,"0041-55012, Rev 02",1497.46
ASM461335,"0010-43785, Rev 02",748.56
ASM461432,"0010-43785, Rev 02",299.42
ASM461475,"0010-43785, Rev 02",935.70
466625,"0010-43785, Rev 02",571.06
ASM463299,"0010-43785, Rev 02",885.15
ASM466291,"0010-43785, Rev 02",149.71
ASM466288,"0010-43785, Rev 02",299.42
ASM463555,"0010-43785, Rev 02",299.42
ASM466939,"0010-43785, Rev 02",299.42
ASM465666,"0010-43785, Rev 02",299.42
ASM466297,"0010-43785, Rev 02",299.42
ASM464825,"0010-43785, Rev 02",299.42
ASM464688,"0010-43785, Rev 02",299.42
ASM466940,"0010-43785, Rev 02",299.42
ASM466295,"0010-43785, Rev 02",299.42
ASM466296,"0010-43785, Rev 02",299.42
ASM466941,"0010-43785, Rev 02",299.42
ASM466942,"0010-43785, Rev 02",299.42
465890,"713-264541-401,Rev E",745.54
MT-ASM463335,"0022-81387, Rev 02",745.40
MT-ASM466936,"0022-81387, Rev 02",1490.80
465889,"713-264541-400,Rev D",745.30
ASM462920,"0010-44201, Rev 01",745.17
ASM459107,"0010-44201, Rev 01",372.59
ASM459108,"0010-44201, Rev 01",372.59
ASM462114,"0010-44201, Rev 01",298.07
465103,"0010-44201, Rev 01",1064.53
ASM464723,"0010-44201, Rev 01",298.07
ASM467378,"0010-44201, Rev 01",149.03
ASM463559,"0010-44201, Rev 01",496.78
ASM466304,"0010-44201, Rev 01",298.07
ASM464826,"0010-44201, Rev 01",298.07
ASM464689,"0010-44201, Rev 01",745.17
ASM466305,"0010-44201, Rev 01",149.03
ASM466306,"0010-44201, Rev 01",149.03
ASM466307,"0010-44201, Rev 01",186.29
ASM467379,"0010-44201, Rev 01",165.59
ASM468035,"0010-44201, Rev 01",1490.34
E468474,"CHP-IT-RR001, Rev 08",1234.49
MT-468029,"715-337265-001,Rev A",740.53
ASM461844,"0041-86924, Rev 02",740.32
466560,"713-256854-001,Rev A",2955.35
SCI465406,"0015-10779, Rev 03",294.69
SCI465481,"0015-10779, Rev 03",491.15
ASM465295,"0010-43784, Rev 02",727.37
ASM465939,"0010-43784, Rev 02",290.95
ASM462918,"0010-43784, Rev 02",727.37
466015,"0010-43784, Rev 02",290.95
ASM463298,"0010-43784, Rev 02",727.37
ASM465664,"0010-43784, Rev 02",290.95
ASM463554,"0010-43784, Rev 02",727.37
ASM464722,"0010-43784, Rev 02",727.37
ASM466274,"0010-43784, Rev 02",145.47
ASM466275,"0010-43784, Rev 02",145.47
ASM464686,"0010-43784, Rev 02",145.47
ASM466979,"0010-43784, Rev 02",145.47
ASM468359,"0010-43784, Rev 02",290.95
ASM466980,"0010-43784, Rev 02",145.47
466153,"0041-79637, Rev 03",241.84
RMA11987,"0041-79637, Rev 03",483.68
SCI467191,"0041-79637, Rev 03",483.68
462869,"0040-83649, Rev 001",3618.68
468058,"0040-83649, Rev 001",3618.68
SCI466875,"0022-35935, Rev 05",288.73
ASM467474,"0022-04067, Rev 02",721.38
ASM463233,"0022-04067, Rev 02",144.28
468030,"839-A08080-001,Rev A",721.22
AS-MT466799,"01457245-001, Rev 03",285.86
466253,"0022-49774, Rev 04",884.18
463289,"0022-49774, Rev 04",2357.82
461503,"0022-49774, Rev 04",372.29
CP462707,"0021-92377, Rev 03",282.92
ASM459257,"0010-43611, Rev 02",706.88
ASM462917,"0010-43611, Rev 02",706.88
ASM467376,"0010-43611, Rev 02",471.25
ASM463297,"0010-43611, Rev 02",706.88
ASM466264,"0010-43611, Rev 02",282.75
ASM464824,"0010-43611, Rev 02",282.75
ASM466265,"0010-43611, Rev 02",282.75
ASM467377,"0010-43611, Rev 02",282.75
ASM466266,"0010-43611, Rev 02",282.75
ASM466267,"0010-43611, Rev 02",282.75
CP464456,"0022-53688, Rev 07",3531.82
CP466452,"0022-53688, Rev 07",2354.55
459246,"713-102458-010,Rev B",167.40
456545,"0041-06085, Rev 04",1265.51
467444,"0041-06085, Rev 04",1392.07
468087,"0041-06085, Rev 04",232.01
468546,"0041-06085, Rev 04",3480.16
MT-465287,"0041-34935, Rev 08",2777.80
ASM453232,"0041-26867, Rev 04",693.98
ASM465681,"0041-26867, Rev 04",693.98
466468,"0042-28612, Rev 04",4464.00
464296,"0042-28612, Rev 04",289.80
467546,"0042-28612, Rev 04",4464.00
SCI453769,"0041-35085, Rev 02",230.24
ASM467576,"0041-96123, Rev 03",274.99
ASM467575,"0041-96123, Rev 03",274.99
ASM463652,"0041-96123, Rev 03",458.32
ASM463784,"0041-96123, Rev 03",687.48
ASM464617,"0041-96123, Rev 03",458.32
ASM467017,"0041-96123, Rev 03",458.32
464596,"713-323740-001,Rev A",105.68
468026,"713-323740-001,Rev A",83.26
465100,"0051-44312, Rev 03",451.04
466575,"515-287781-001,Rev C",2701.35
SCI462829,"0041-79195, Rev 02",447.39
SCI467190,"0041-79195, Rev 02",447.39
SCI468217,"0041-79195, Rev 02",447.39
ASM467677,"0022-20787, Rev 03",22.24
ASM462490,"0022-20787, Rev 03",2669.16
ASM463638,"0022-20787, Rev 03",667.29
ASM464676,"0022-20787, Rev 03",667.29
ASM462157,"0041-12542, Rev 04",659.69
ASM464370,"0041-12542, Rev 04",659.69
466473,"0041-12542, Rev 04",659.69
ASM466474,"0041-12542, Rev 04",263.87
ASM466475,"0041-12542, Rev 04",263.87
ASM466476,"0041-12542, Rev 04",263.87
ASM466477,"0041-12542, Rev 04",263.87
MT-ASM468155,"0042-35708, Rev 02",3952.31
462989,"0022-35857, Rev 04",69.24
ASM462475,"0021-64488, Rev 06",437.99
ASM463622,"0021-64488, Rev 06",328.49
ASM464962,"0021-64488, Rev 06",437.99
ASM467638,"0021-64488, Rev 06",131.40
ASM467888,"0021-64488, Rev 06",656.98
463327,"0022-10382, Rev 03",2618.62
ASM463620,"0021-64273, Rev 02",130.66
ASM467478,"0041-59727, Rev 03",650.92
ASM467582,"0041-59727, Rev 03",260.37
466506,"0041-59727, Rev 03",433.95
SCI468458,"0041-59727, Rev 03",650.92
ASM462908,"0041-59727, Rev 03",260.37
ASM463666,"0041-59727, Rev 03",260.37
ASM467479,"0041-59727, Rev 03",325.46
ASM464946,"0022-44374, Rev 02",1291.24
465400,"713-069948-010,Rev B",255.41
SCI466870,"0021-99871, Rev 02",317.39
SCI463861,"0021-99871, Rev 02",423.18
467128,"0042-19213, Rev 02",309.50
CP461193,"0041-64143, Rev 06",529.50
RW466599,"0042-39717, Rev 01",3112.49
468418,"0021-79621, Rev P5",2486.40
ASM467663,"0022-20788, Rev 03",41.44
ASM467664,"0022-20788, Rev 03",41.44
ASM462486,"0022-20788, Rev 03",2486.20
ASM463634,"0022-20788, Rev 03",621.55
ASM464673,"0022-20788, Rev 03",621.55
ASM467659,"0022-04958, Rev 03",24.70
ASM462484,"0022-04958, Rev 03",2470.40
ASM463632,"0022-04958, Rev 03",617.60
ASM466367,"0022-04958, Rev 03",61.76
ASM467660,"0022-04958, Rev 03",24.70
466735,"0022-60156, Rev 02",323.87
465268,"0022-60156, Rev 02",879.09
ASM462907,"0041-96123, Rev 04",2461.32
ASM464361,"0040-87416, Rev 04",251.00
ASM464356,"0040-87416, Rev 04",241.15
ASM465954,"0040-87416, Rev 04",111.81
ASM462150,"0040-87416, Rev 04",204.98
ASM465705,"0040-87416, Rev 04",245.98
ASM465706,"0040-87416, Rev 04",245.98
ASM465819,"0040-87416, Rev 04",245.98
ASM465955,"0040-87416, Rev 04",64.73
MT-ASM464574,"0042-35747, Rev 01",2458.42
MT-ASM465418,"0042-35747, Rev 01",1229.21
MT-ASM468431,"0042-35747, Rev 01",1229.21
467321,"713-A03856-001,Rev D",245.63
468512,"713-A03856-001,Rev D",491.26
466523,"2039-9947, Rev 2",533.87
468499,"2039-9947, Rev 2",409.30
468366,"0042-28460, Rev 03",3056.75
ASM462155,"0021-47674, Rev 02",407.14
ASM454870,"0021-47674, Rev 02",407.14
ASM466109,"0021-47674, Rev 02",122.14
ASM466110,"0021-47674, Rev 02",488.57
ASM466111,"0021-47674, Rev 02",122.14
ASM466112,"0021-47674, Rev 02",122.14
ASM466113,"0021-47674, Rev 02",244.28
460143,"713-229661-002,Rev D",121.52
465953,"713-229661-002,Rev D",243.04
468177,"713-229661-002,Rev D",303.81
ASM467653,"0022-04039, Rev 07",24.30
ASM462482,"0022-04039, Rev 07",2430.20
ASM463629,"0022-04039, Rev 07",607.55
ASM464964,"0022-04039, Rev 07",243.02
SCI466813,"0041-77692, Rev 03",1213.80
467566,111T2395-03,414.80
SCI465589,"0022-29149, Rev 03",241.68
468028,"713-337223-001,Rev A",602.66
MT-ASM467488,"0022-30285, Rev 02",120.31
MT-ASM463798,"0022-30285, Rev 02",601.55
MT-ASM463680,"0022-30285, Rev 02",601.55
MT-ASM467909,"0022-30285, Rev 02",401.03
MT-ASM462888,"0022-30285, Rev 02",1203.10
MT-ASM464622,"0022-30285, Rev 02",401.03
MT-ASM464959,"0022-30285, Rev 02",401.03
ASM462937,"0041-26867, Rev 05",398.84
ASM464413,"0041-26867, Rev 05",398.84
ASM466394,"0041-26867, Rev 05",398.84
ASM462791,"0041-26867, Rev 05",1196.52
ASM466395,"0041-26867, Rev 05",398.84
ASM466396,"0041-26867, Rev 05",398.84
ASM466397,"0041-26867, Rev 05",398.84
ASM466398,"0041-26867, Rev 05",398.84
ASM467542,"0041-26867, Rev 05",239.30
ASM467328,"0041-26867, Rev 05",299.13
ASM467329,"0041-26867, Rev 05",398.84
464028,"0022-29317, Rev 08",156.83
464983,"0041-75632, Rev 03",667.48
467625,"0041-75632, Rev 03",1190.03
468168,"0041-97587, Rev 08",328.50
466770,"713-284126-101,Rev B",343.60
467902,"713-284126-101,Rev B",1947.07
SCI465524,"0022-29147, Rev 02",232.08
466794,"713-058573-102,Rev B",193.23
467540,"839-063829-004,Rev A",1928.47
468009,"839-063829-004,Rev A",1051.89
ASM462613,"0041-77401, Rev 02",1156.69
ASM463689,"0041-77401, Rev 02",385.56
ASM463696,"0041-77401, Rev 02",578.34
ASM467616,"0041-77401, Rev 02",105.15
ASM464665,"0041-77401, Rev 02",578.34
ASM467040,"0041-77401, Rev 02",578.34
ASM467908,"0041-77401, Rev 02",231.34
463129,"0041-88688, Rev 04",114.16
465258,"713-187739-217,Rev A",94.55
467243,"0042-31837, Rev 01",287.00
464235,"0041-45031, Rev 03",188.14
RMA11965,"0041-45031, Rev 03",188.14
SCI466871,"0022-10926, Rev 06",188.11
467832,"0041-75631, Rev 03",1687.98
465150,"0022-11022, Rev 02",2238.40
MT-ASM465673,"0042-24171, Rev 02",371.45
MT-ASM468439,"0042-24171, Rev 02",557.18
466788,"713-058573-101,Rev B",185.48
ASM461850,"0041-91127, Rev 02",554.59
SCI465457,"0010-60438, Rev 01",110.67
464524,"0010-60438, Rev 01",2213.42
SCI468249,"0010-60438, Rev 01",110.67
SCI468250,"0010-60438, Rev 01",110.67
SCI468251,"0010-60438, Rev 01",110.67
468143,"839-A02264-006,Rev B",3687.03
ASM463220,"0041-77713, Rev 02",183.67
ASM467701,"0041-77713, Rev 02",183.67
ASM466375,"0041-77713, Rev 02",183.67
ASM467082,"0041-77713, Rev 02",183.67
ASM467702,"0041-77713, Rev 02",183.67
467536,"0270-07417, Rev 02",403.53
463074,"0270-07417, Rev 02",403.53
ASM466938,"0022-55448, Rev 02",438.72
ASM467007,"0022-55448, Rev 02",438.72
466453,"16-409354-00,Rev C",364.55
467750,"0022-55292, Rev 02",3427.50
RMA11971,"0022-55292, Rev 02",3639.93
466504,"0022-55292, Rev 02",1867.50
465384,"0022-55292, Rev 02",706.50
467433,"0022-55292, Rev 02",228.50
468273,"0022-55292, Rev 02",2235.00
466574,"713-203738-001,Rev A",2180.06
467000,"713-288222-001,Rev B",1287.50
SCI468225,"0051-21699, Rev 06",215.73
ASM465209,"0041-56170, Rev 05",539.19
468070,"715-167092-001,Rev A",134.45
ASM467604,"0022-04859, Rev 03",214.45
ASM467605,"0022-04859, Rev 03",214.45
467404,"0022-04859, Rev 03",268.07
ASM463673,"0022-04859, Rev 03",178.71
ASM462890,"0022-04859, Rev 03",1072.26
ASM467606,"0022-04859, Rev 03",178.71
ASM467034,"0022-04859, Rev 03",536.13
ASM464634,"0022-04859, Rev 03",536.13
464290,"0022-09725, Rev 04",214.18
SCI468192,"0022-09725, Rev 04",214.18
465598,"15-431463-00,Rev E",51.77
466577,"15-431463-00,Rev E",133.31
451481,"713-084678-002,Rev B",169.63
451902,"713-084678-002,Rev B",209.33
464528,"0022-15890, Rev 05",2089.15
465932,"839-149281-002,Rev D",743.69
460984,"839-149281-002,Rev D",347.05
MT-ASM467009,"0022-81338, Rev 01",1039.81
ASM466374,"0041-57614, Rev 03",346.34
ASM463444,"0041-57614, Rev 03",103.90
ASM467696,"0041-57614, Rev 03",103.90
ASM462536,"0041-57614, Rev 03",103.90
ASM467697,"0041-57614, Rev 03",103.90
ASM467698,"0041-57614, Rev 03",103.90
ASM467699,"0041-57614, Rev 03",103.90
465369,"713-320517-002,Rev A",514.67
SCI467230,"0270-10379, Rev 04",205.61
SCI467231,"0270-10379, Rev 04",205.61
455856,"839-329977-001,Rev C",622.50
MT-ASM465415,"0042-34764, Rev 01",2033.60
MT-ASM466920,"0042-34764, Rev 01",1016.80
ASM466380,"0010-63790, Rev 04",845.87
ASM467785,"0010-63790, Rev 04",507.52
ASM467783,"0010-63790, Rev 04",253.76
ASM463651,"0010-63790, Rev 04",253.76
ASM467784,"0010-63790, Rev 04",253.76
ASM467091,"0010-63790, Rev 04",338.35
SCI468207,"0030-00876, Rev 05",338.31
ASM463234,"0022-04053, Rev 02",101.22
ASM467656,"0022-04053, Rev 02",101.22
464841,"713-031576-803,Rev A",3409.60
SCI465513,"0022-23356, Rev 04",252.42
CP461175,"0022-10346, Rev 04",1674.36
CP467272,"0041-59703, Rev 05",1673.23
466554,"0022-08898, Rev 03",262.00
SCI465468,"0041-95929, Rev 02",995.46
SCI466847,"0041-95929, Rev 02",497.73
466727,"0042-12509, Rev 03",1652.65
466479,"0041-33549, Rev 01",2476.83
465859,"0040-07238, Rev P3",989.88
SCI461702,"0045-00686, Rev 02",1590.30
SCI464651,"0045-00686, Rev 02",329.58
SCI464650,"0045-00686, Rev 02",1590.30
466634,"839-A10720-001,Rev B",617.92
RTM466348,"0270-12663, Rev 02",2411.25
466225,"0270-12663, Rev 02",259.00
P463804,"0270-12663, Rev 02",4007.14
458416,"0190-53195, Rev 03",1964.62
ASM463380,"0190-53195, Rev 03",196.46
458577,"0190-53195, Rev 03",1964.62
ASM463404,"0190-53195, Rev 03",818.59
ASM463405,"0190-53195, Rev 03",818.59
ASM463407,"0190-53195, Rev 03",818.59
466559,"524-326223-001,Rev B",2445.91
ASM465189,"0022-04137, Rev 02",244.37
463824,"0022-37035, Rev 02",1953.09
CP466230,"0021-46283, Rev 04",2439.53
SCI465281,"0051-30664, Rev 02",808.86
MT-ASM465670,"0022-81397, Rev 01",485.00
466050,"715-220515-001,Rev A",403.07
467627,"715-220515-001,Rev A",322.46
467450,"715-220515-001,Rev A",268.72
466414,"0022-70536, Rev 01",1185.00
462526,"0042-35599, Rev 03 - Item 1",804.16
ASM458697,"0041-25240, Rev 03",96.37
SNF451558,"0041-25240, Rev 03",1927.44
ASM463526,"0041-25240, Rev 03",321.24
ASM463053,"0041-25240, Rev 03",96.37
ASM465847,"0041-25240, Rev 03",38.55
ASM467342,"0041-25240, Rev 03",48.19
ASM466313,"0041-25240, Rev 03",128.50
ASM466314,"0041-25240, Rev 03",120.47
468378,"0041-93977, Rev 02",320.64
SCI467120,"0022-03073, Rev 03",794.93
SCI467121,"0022-03073, Rev 03",794.93
465011,"713-320517-010,Rev B",428.68
465012,"713-320517-010,Rev B",188.62
SCI466812,"0041-77569, Rev 04",470.47
467567,"0041-04339, Rev 02",463.63
464707,"713-320517-001,Rev A",155.57
464406,"713-320957-002,Rev B",1866.29
463733,"713-320957-002,Rev B",260.71
463601,"713-320957-002,Rev B",547.50
ASM465775,"0021-45516, Rev 05",93.18
ASM464353,"0021-45516, Rev 05",232.94
ASM465694,"0021-45516, Rev 05",93.18
ASM465776,"0021-45516, Rev 05",93.18
ASM465777,"0021-45516, Rev 05",93.18
ASM465778,"0021-45516, Rev 05",93.18
SCI464418,"0022-34376, Rev 04",88.59
SCI464251,"0022-34376, Rev 04",93.02
SCI466028,"0022-34376, Rev 04",88.59
SCI466032,"0022-34376, Rev 04",88.59
SCI466033,"0022-34376, Rev 04",88.59
SCI466035,"0022-34376, Rev 04",88.59
SCI464252,"0022-34376, Rev 04",88.59
SCI466027,"0022-34376, Rev 04",88.59
SCI465276,"0022-23399, Rev 07",154.18
466224,"713-313676-001,Rev B",1104.00
468230,"0041-92207, Rev 02",1846.69
SCI462830,"0041-85154, Rev 07",22.70
SCI462831,"0041-85154, Rev 07",22.70
SCI468219,"0041-85154, Rev 07",22.70
SCI462832,"0041-85154, Rev 07",22.70
SCI468220,"0041-85154, Rev 07",22.70
SCI468221,"0041-85154, Rev 07",226.97
SCI461700,"0041-85154, Rev 07",23.40
SCI462805,"0022-20634, Rev 05",21.87
SCI465510,"0022-20634, Rev 05",21.35
ASM465159,"0051-42897, Rev 05",813.10
465037,"0022-32134, Rev 03",600.00
466906,"0022-32134, Rev 03",2250.00
464337,"0022-32134, Rev 03",1800.00
465808,"0022-32134, Rev 03",1800.00
466137,"0022-32134, Rev 03",1500.00
467003,"0022-32134, Rev 03",1125.00
467350,"0022-32134, Rev 03",1800.00
467251,"0022-32134, Rev 03",300.00
467747,"0022-32134, Rev 03",1000.00
468165,"0022-32134, Rev 03",473.68
464920,"0041-80958, Rev 02",3226.65
463257,"0042-12417, Rev 02",178.40
464551,"0022-48512, Rev 03",1746.36
ASM467495,"0022-10075, Rev 02",143.88
ASM463654,"0022-10075, Rev 02",431.63
ASM464953,"0022-10075, Rev 02",431.63
ASM462880,"0022-10075, Rev 02",863.26
MT-468367,"570049801, Rev A-",287.33
MT-RMA11997,"570049801, Rev A-",861.98
MT-468383,"570049801, Rev A-",861.98
456235,"713-063653-001,Rev A",429.58
468489,"713-063653-001,Rev A",1718.30
ASM463369,"0041-55059, Rev 04",286.13
ASM467812,"0041-55059, Rev 04",171.68
ASM462594,"0041-55059, Rev 04",1716.75
ASM462839,"0041-55059, Rev 04",429.19
ASM467813,"0041-55059, Rev 04",286.13
ASM467814,"0041-55059, Rev 04",171.68
ASM467098,"0041-55059, Rev 04",429.19
SCI466808,"0041-77530, Rev 04",426.12
SCI466844,"0041-77455, Rev 03",426.12
SCI467124,"0041-77445, Rev 06",426.12
SCI466840,"0041-77455, Rev 03",284.08
SCI466836,"0041-77445, Rev 06",426.12
ASM463229,"0022-17333, Rev 02",84.54
ASM467777,"0022-17333, Rev 02",84.54
MT-ASM465414,"0022-81329, Rev 01",1680.80
MT-ASM466919,"0022-81329, Rev 01",840.40
ASM466238,"0040-80748, Rev 004",104.93
ASM462313,"0040-80748, Rev 004",149.90
ASM463683,"0040-80748, Rev 004",104.93
ASM466239,"0040-80748, Rev 004",209.86
ASM463033,"0040-80748, Rev 004",279.81
ASM466240,"0040-80748, Rev 004",104.93
ASM465199,"0040-80748, Rev 004",104.93
ASM465692,"0040-80748, Rev 004",104.93
ASM466991,"0040-80748, Rev 004",104.93
ASM466241,"0040-80748, Rev 004",104.93
ASM466992,"0040-80748, Rev 004",104.93
ASM466993,"0040-80748, Rev 004",139.91
ASM463225,"0041-14558, Rev 04",83.67
ASM467897,"0041-14558, Rev 04",83.67
SCI466807,"0041-77698, Rev 03",418.13
467979,"715-212651-001,Rev C",642.66
SCI468208,"0041-35775, Rev 03",417.08
SCI468209,"0041-35775, Rev 03",417.08
466797,"0270-11565, Rev 02",374.00
ASM465342,"0022-24184, Rev 02",413.86
SCI464746,"0022-03919, Rev 04",329.79
SCI465495,"0022-03918, Rev 05",412.24
ASM459518,"0041-25594, Rev 09",149.57
ASM462217,"0041-25594, Rev 09",54.84
SCI466801,"0010-57140, Rev 01",818.79
SCI466802,"0010-57140, Rev 01",818.79
465871,"0041-04262, Rev 003",205.13
468480,"0041-04262, Rev 003",410.26
ASM462596,"0022-03302, Rev 06",406.56
ASM467472,"0022-03302, Rev 06",271.04
ASM467577,"0022-03302, Rev 06",162.62
ASM463790,"0022-03302, Rev 06",406.56
ASM463659,"0022-03302, Rev 06",162.62
ASM467018,"0022-03302, Rev 06",162.62
SCI468457,"0041-45781, Rev 02",270.44
SCI465540,"0041-36583, Rev 04",267.81
464546,"0022-38168, Rev 05",1605.31
465307,"713-A34310-002,Rev B",786.81
468012,"713-A34310-002,Rev B",655.68
465002,"15-431469-00,Rev D",98.12
SCI465467,"0041-77570, Rev 04",392.45
467923,"0021-22484, Rev 001",1726.86
SCI467203,"0051-04871, Rev 04",155.74
SCI467208,"0051-04871, Rev 04",155.74
SCI466865,"0021-47380, Rev 03",77.50
SCI467869,"0022-21579, Rev 02",386.25
ASM461845,"0022-24142, Rev 02",255.74
ASM463376,"0022-39655, Rev 03",152.98
ASM467799,"0022-39655, Rev 03",109.27
ASM467800,"0022-39655, Rev 03",109.27
ASM467095,"0022-39655, Rev 03",382.45
ASM467956,"0022-17632, Rev 02",763.55
466633,"713-A06181-001,Rev A",1523.88
466796,"713-A08584-001,Rev B",126.04
460990,"713-A08584-001,Rev B",151.24
MT-ASM463333,"0022-55735, Rev 03",375.73
466558,"515-195021-001,Rev A",1251.14
466256,"0022-29495, Rev 03",268.50
467754,"0041-46042, Rev 02",2950.40
ASM467658,"0022-04834, Rev 02",18.45
ASM463631,"0022-04834, Rev 02",369.05
ASM466366,"0022-04834, Rev 02",18.45
SCI467996,"0022-34375, Rev 04",70.18
SCI466024,"0022-34375, Rev 04",70.18
SCI466023,"0022-34375, Rev 04",70.18
SCI466025,"0022-34375, Rev 04",70.18
465737,"0022-34375, Rev 04",106.79
465034,"0041-92177, Rev 03",250.00
468025,"0041-92177, Rev 03",3750.00
SCI466896,"0041-49964, Rev 04",73.63
SCI466968,"0041-49964, Rev 04",73.63
SCI466969,"0041-49964, Rev 04",73.63
ASM465770,"0021-26287, Rev 06",73.43
ASM464352,"0021-26287, Rev 06",73.43
ASM465772,"0021-26287, Rev 06",73.43
ASM465773,"0021-26287, Rev 06",73.43
ASM465774,"0021-26287, Rev 06",73.43
462991,"0021-26287, Rev 06",244.78
ASM465196,"0021-53857, Rev 04",733.90
464557,"0041-82670, Rev 02",1466.49
467435,"A0453591, Rev 02",3629.41
ASM465195,"0021-53858, Rev 06",721.40
465013,"Item 2 for 713-320517-010,Rev B",89.80
465320,"129T1297-01, Rev 30",1432.54
MT-RMA11897,"0022-60628, Rev 01",238.13
468417,"0051-21901, Rev 05",1350.00
468043,"0051-21901, Rev 05",180.00
ASM463690,"0041-80256, Rev 03",237.80
ASM463697,"0041-80256, Rev 03",356.70
ASM464666,"0041-80256, Rev 03",356.70
ASM467617,"0041-80256, Rev 03",142.68
467134,"0042-34576, Rev 02",1593.00
ASM463372,"0190-30259, Rev 03",1016.20
ASM463377,"0190-30259, Rev 03",1016.20
ASM463378,"0190-30259, Rev 03",1778.35
ASM463728,"0190-30259, Rev 03",127.03
ASM463143,"0190-30259, Rev 03",355.67
ASM463724,"0190-30259, Rev 03",646.67
ASM463725,"0190-30259, Rev 03",254.05
ASM466687,"0190-30259, Rev 03",142.27
ASM466690,"0190-30259, Rev 03",142.27
ASM466689,"0190-30259, Rev 03",142.27
ASM466688,"0190-30259, Rev 03",142.27
ASM465835,"0022-09205, Rev 02",355.13
ASM465836,"0022-09205, Rev 02",71.03
ASM463231,"0022-09205, Rev 02",71.03
ASM465837,"0022-09205, Rev 02",23.68
SCI466824,"0041-77334, Rev 05",233.47
459238,"0042-10562, Rev 03",504.00
466083,"713-A14823-005,Rev B",69.97
464973,"713-A14823-005,Rev B",69.97
SCI465410,"0022-39165, Rev 01",139.61
SCI465531,"0022-39165, Rev 01",193.90
464548,"0022-39165, Rev 01",1396.05
ASM465335,"0041-86923, Rev 02",695.82
MT-466060,"0270-11165, Rev 03",212.50
SCI467229,"0022-19255, Rev 04",346.00
SCI468228,"0022-19255, Rev 04",346.00
ASM467646,"0022-03209, Rev 04",138.13
ASM467889,"0022-03209, Rev 04",230.21
ASM462477,"0022-03209, Rev 04",460.42
ASM463624,"0022-03209, Rev 04",230.21
ASM464669,"0022-03209, Rev 04",230.21
ASM467890,"0022-03209, Rev 04",230.21
ASM467044,"0022-03209, Rev 04",230.21
ASM464949,"0042-16469, Rev 02",230.18
SCI463915,"0041-82718, Rev 02",574.97
SCI468218,"0041-82718, Rev 02",574.97
468131,"713-301453-001,Rev A",3449.24
464298,"713-317038-001,Rev A",172.31
468350,"713-317038-001,Rev A",132.54
CP464179,"0022-23076, Rev 03",833.57
ASM463232,"0022-06574, Rev 03",68.55
ASM467676,"0022-06574, Rev 03",68.55
467537,"0022-02320, Rev 03",3420.35
MT-468395,"0021-75542, Rev 03",2278.93
466519,"2035-0985, Rev 3",295.71
467002,"0040-08337, Rev 03",424.83
465152,"0040-08337, Rev 03",77.24
462721,"0040-08337, Rev 03",151.05
468013,"713-A15460-001,Rev A",1356.86
MT-ASM463695,"0022-13660, Rev 04",225.84
MT-ASM467618,"0022-13660, Rev 04",96.79
MT-ASM467039,"0022-13660, Rev 04",677.53
458909,"0022-23398, Rev 03",1353.71
467621,"0040-64025, Rev 03",1118.08
SCI463866,"0022-15117, Rev 03",669.87
SCI466872,"0022-15117, Rev 03",558.22
468381,"0022-80635, Rev 01",666.43
465656,"0041-97524, Rev 03",618.75
SCI467174,"0041-37653, Rev 01",221.12
SCI467175,"0041-37653, Rev 01",221.12
GS467849,"0041-55055, Rev 05",174.39
SCI461602,"0041-78120, Rev 02",63.71
SCI465458,"0041-78120, Rev 02",101.66
SCI468253,"0041-78120, Rev 02",55.22
SCI468254,"0041-78120, Rev 02",55.22
456947,"0041-78120, Rev 02",63.71
SCI467870,"0041-37261, Rev 02",263.75
ASM464093,"0020-64282, Rev 03",50.61
ASM465978,"0020-64282, Rev 03",65.79
ASM464094,"0020-64282, Rev 03",50.61
ASM465291,"0020-64282, Rev 03",50.61
ASM467331,"0020-64282, Rev 03",50.61
ASM466091,"0020-64282, Rev 03",50.61
ASM464086,"0020-64282, Rev 03",50.61
ASM464087,"0020-64282, Rev 03",50.61
